Cod_setor;Cod_Grandes Regiões;Nome_Grande_Regiao;Cod_UF;Nome_da_UF ;Cod_meso;Nome_da_meso;Cod_micro;Nome_da_micro;Cod_RM;Nome_da_RM;Cod_municipio;Nome_do_municipio;Cod_distrito;Nome_do_distrito;Cod_subdistrito;Nome_do_subdistrito;Cod_bairro;Nome_do_bairro;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154
354990405000027;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;121;121;106;102;4;15;8;7;0;106;0;0;0;262;122;140;262;248;14;0;0;122;115;7;0;0;140;133;7;0;0;2;0;1;1;1;1;1;2;2;3;3;2;1;2;6;1;3;7;23;13;9;4;5;3;5;16;22;16;12;22;26;16;10;3;8;7;0;2;0;1;0;1;0;1;1;1;1;1;1;0;1;2;1;1;1;4;0;2;2;6;8;6;2;2;2;3;11;9;5;7;7;15;4;7;1;4;2;0;0;0;0;0;1;0;0;0;0;0;0;1;2;2;1;1;0;1;2;1;1;5;17;5;3;2;3;1;2;5;13;11;5;15;11;12;3;2;4;5;0;2;0;1;0
354990405000028;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;121;121;105;101;4;16;4;12;0;105;0;0;0;270;135;135;270;263;7;0;0;135;132;3;0;0;135;131;4;0;0;2;0;2;2;1;1;3;0;1;4;4;2;3;3;4;5;4;5;7;4;3;3;3;7;6;26;15;16;14;27;39;15;12;7;5;3;6;4;1;1;0;1;0;1;2;1;1;1;0;1;3;0;2;1;2;3;3;3;3;5;2;1;2;3;4;4;10;7;6;6;11;20;11;3;4;3;1;2;1;0;1;0;1;0;1;0;0;0;2;0;0;1;4;0;2;1;1;2;1;2;2;2;2;1;0;3;2;16;8;10;8;16;19;4;9;3;2;2;4;3;1;0;0
354990405000029;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;95;93;78;77;1;15;7;8;0;78;2;1;1;215;102;113;192;189;3;0;23;83;81;2;0;19;109;108;1;0;4;2;1;0;4;0;0;0;3;1;1;2;1;3;2;1;0;0;3;2;2;2;1;2;1;2;14;13;9;17;17;17;27;17;13;15;8;5;6;0;1;0;2;0;0;3;0;0;0;1;0;0;2;1;1;1;1;0;0;3;2;0;0;0;0;0;0;6;7;5;7;10;12;14;8;4;6;3;2;1;0;0;0;0;1;0;1;0;0;0;2;1;1;0;0;2;1;0;0;0;0;0;2;2;1;2;1;2;8;6;4;10;7;5;13;9;9;9;5;3;5;0;1;0
354990405000030;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;305;305;241;226;15;64;17;47;0;241;0;0;0;512;237;275;512;461;51;0;0;237;213;24;0;0;275;248;27;0;0;2;2;3;2;4;3;5;2;3;2;3;2;5;1;0;3;6;5;10;3;9;11;9;11;12;65;51;30;17;42;40;39;31;28;19;13;12;5;1;0;1;1;1;1;2;2;2;1;2;1;2;2;1;4;0;0;2;3;3;6;1;4;7;6;10;6;31;25;19;8;18;15;15;12;12;4;5;3;0;0;0;0;1;1;2;0;2;1;4;0;2;0;1;1;1;1;0;1;3;2;4;2;5;4;3;1;6;34;26;11;9;24;25;24;19;16;15;8;9;5;1;0;1
354990405000031;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;131;130;102;102;0;28;8;20;0;102;1;0;1;198;93;105;198;198;0;0;0;93;93;0;0;0;105;105;0;0;0;2;1;0;0;1;0;1;1;2;2;1;2;0;2;1;0;2;0;2;2;1;2;6;1;1;26;20;14;17;11;11;19;11;7;10;6;8;3;1;1;0;1;0;0;0;1;0;0;1;1;1;0;2;0;2;1;0;1;0;2;2;0;0;4;0;0;14;11;6;6;6;7;6;5;2;5;1;3;1;1;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1;2;2;1;1;12;9;8;11;5;4;13;6;5;5;5;5;2;0;1;0
354990405000032;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;185;183;171;171;0;12;2;10;0;171;2;1;1;482;205;277;479;479;0;0;3;203;203;0;0;2;276;276;0;0;1;5;2;2;1;6;4;7;2;7;1;3;4;1;7;0;6;3;1;9;9;8;6;10;16;6;24;25;22;20;39;54;37;30;27;23;24;16;12;1;2;0;3;2;2;0;2;0;4;2;6;1;1;2;1;5;0;2;2;1;6;1;2;1;6;8;1;7;9;12;9;16;21;18;9;12;7;11;7;5;0;1;0;2;0;0;1;4;4;3;0;1;0;2;2;0;2;0;4;1;0;3;8;6;5;4;8;5;17;16;10;11;23;33;19;21;15;16;13;9;7;1;1;0
354990405000033;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;1;X;X;X;X;X;X;X;X;0;X;X;X;131;0;131;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
354990405000034;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;1;X;X;X;X;X;X;X;X;0;X;X;X;145;0;145;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
354990405000035;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;150;149;124;122;2;25;9;16;0;124;1;1;0;354;184;170;342;330;12;0;12;175;169;6;0;9;167;161;6;0;3;5;6;1;3;1;0;2;4;5;4;4;4;1;2;2;4;3;5;4;1;1;2;4;11;3;27;26;28;25;16;27;30;25;19;18;9;16;5;1;0;0;3;4;1;1;1;0;1;1;1;3;2;1;1;2;2;1;2;4;3;1;0;1;2;7;2;14;14;18;14;9;17;13;10;8;7;3;8;2;0;0;0;2;2;0;2;0;0;1;3;4;1;2;3;0;0;0;3;1;1;1;0;1;1;2;4;1;13;12;10;11;7;10;17;15;11;11;6;8;3;1;0;0
354990405000036;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;66;66;59;56;3;7;4;3;0;59;0;0;0;206;100;106;206;197;9;0;0;100;97;3;0;0;106;100;6;0;0;1;1;2;2;3;2;1;3;3;2;3;2;2;3;3;3;2;2;3;4;3;5;0;4;7;13;11;11;11;21;22;16;9;11;7;5;1;1;0;1;0;1;0;2;1;1;0;0;2;2;0;2;2;0;1;2;3;1;1;2;2;1;3;0;3;5;6;5;3;6;10;9;8;5;6;3;1;1;0;0;0;0;0;1;0;1;2;2;1;1;1;2;1;0;2;2;1;0;1;1;1;2;2;2;0;1;2;7;6;8;5;11;13;8;4;5;4;4;0;1;0;1;0
354990405000037;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;151;142;128;128;0;14;1;13;0;128;9;2;7;414;215;199;402;402;0;0;12;204;204;0;0;11;198;198;0;0;1;3;3;1;2;2;4;5;2;10;5;5;2;4;1;9;3;7;5;5;10;5;13;3;8;12;50;29;27;21;31;30;23;13;21;15;8;12;2;1;2;0;3;1;1;1;1;0;4;2;3;5;4;1;1;0;4;3;3;1;4;5;3;7;2;5;6;28;19;17;7;18;17;10;6;7;8;2;4;2;0;0;0;0;2;0;1;1;4;1;0;7;0;1;1;3;1;5;0;4;4;1;5;2;6;1;3;6;22;10;10;14;13;13;13;7;14;7;6;8;0;1;2;0
354990405000038;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;190;190;175;174;1;15;0;15;0;175;0;0;0;535;259;276;535;532;3;0;0;259;257;2;0;0;276;275;1;0;0;3;5;3;7;3;8;6;1;6;11;6;9;5;6;8;11;7;4;9;9;6;9;7;7;4;43;33;43;38;47;42;27;24;24;19;14;12;6;2;0;1;2;4;0;3;2;2;1;0;4;6;4;7;3;2;2;5;4;2;5;2;4;1;3;6;2;26;16;22;21;22;22;12;8;8;9;8;5;3;1;0;0;1;1;3;4;1;6;5;1;2;5;2;2;2;4;6;6;3;2;4;7;2;8;4;1;2;17;17;21;17;25;20;15;16;16;10;6;7;3;1;0;1
354990405000039;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;173;173;149;149;0;24;0;24;0;149;0;0;0;513;233;280;513;513;0;0;0;233;233;0;0;0;280;280;0;0;0;4;6;8;7;9;12;4;5;9;10;5;7;8;4;6;6;6;7;7;5;8;13;9;7;10;56;41;25;23;33;40;32;24;13;10;16;11;6;0;1;0;1;2;3;6;7;6;1;1;4;6;5;1;2;3;2;2;3;1;4;3;5;9;2;1;4;28;21;11;12;18;10;14;11;8;5;7;3;1;0;0;0;3;4;5;1;2;6;3;4;5;4;0;6;6;1;4;4;3;6;3;2;3;4;7;6;6;28;20;14;11;15;30;18;13;5;5;9;8;5;0;1;0
354990405000040;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;302;299;278;278;0;21;5;16;1;279;2;2;0;914;442;472;890;889;0;1;24;426;425;0;1;16;464;464;0;0;8;12;11;9;15;9;18;10;9;6;9;12;12;15;14;12;9;10;12;8;14;18;12;15;20;13;71;69;74;53;64;54;62;53;34;30;15;17;8;6;0;0;5;3;7;10;5;9;6;6;3;3;6;5;8;6;8;4;6;5;5;8;10;8;4;13;5;41;26;37;27;35;25;31;22;12;10;9;6;1;2;0;0;7;8;2;5;4;9;4;3;3;6;6;7;7;8;4;5;4;7;3;6;8;4;11;7;8;30;43;37;26;29;29;31;31;22;20;6;11;7;4;0;0
354990405000041;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904007;Setor Socioeconômico 04;1;274;274;249;248;1;25;2;23;0;249;0;0;0;836;385;451;836;834;2;0;0;385;384;1;0;0;451;450;1;0;0;5;10;8;9;4;10;10;9;6;10;6;9;10;9;9;8;8;14;7;13;16;11;13;9;10;73;71;42;48;58;56;52;59;55;37;25;14;5;6;2;0;3;5;4;4;3;5;4;3;5;7;3;8;5;4;1;4;5;6;1;4;13;6;9;4;6;35;30;17;24;27;20;25;25;23;18;10;5;3;1;0;0;2;5;4;5;1;5;6;6;1;3;3;1;5;5;8;4;3;8;6;9;3;5;4;5;4;38;41;25;24;31;36;27;34;32;19;15;9;2;5;2;0
354990405000042;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904007;Setor Socioeconômico 04;1;233;233;204;198;6;29;4;25;0;204;0;0;0;637;297;340;637;620;17;0;0;297;290;7;0;0;340;330;10;0;0;4;5;7;6;4;7;3;6;5;6;7;3;4;8;5;10;4;9;6;9;11;8;13;14;10;56;42;32;33;45;46;36;44;39;28;33;16;10;2;1;0;1;1;4;4;0;4;0;4;1;4;2;2;2;2;2;6;2;5;1;2;5;5;5;8;5;33;19;18;14;24;18;18;18;19;13;16;7;2;1;0;0;3;4;3;2;4;3;3;2;4;2;5;1;2;6;3;4;2;4;5;7;6;3;8;6;5;23;23;14;19;21;28;18;26;20;15;17;9;8;1;1;0
354990405000043;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904007;Setor Socioeconômico 04;1;175;174;158;158;0;16;1;15;0;158;1;1;0;445;215;230;441;441;0;0;4;211;211;0;0;4;230;230;0;0;0;2;6;3;10;1;5;1;6;3;2;4;4;7;8;4;2;7;4;5;8;11;7;7;7;6;23;41;39;39;30;35;21;18;29;11;17;5;5;2;0;0;2;2;1;5;0;2;0;3;1;1;3;2;4;4;1;1;5;2;2;5;6;4;4;6;1;13;19;25;24;10;17;10;7;10;2;8;2;1;0;0;0;0;4;2;5;1;3;1;3;2;1;1;2;3;4;3;1;2;2;3;3;5;3;3;1;5;10;22;14;15;20;18;11;11;19;9;9;3;4;2;0;0
354990405000044;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904007;Setor Socioeconômico 04;1;182;179;148;143;5;31;0;31;1;149;2;1;1;481;236;245;478;465;12;1;3;233;226;6;1;3;245;239;6;0;0;6;4;9;5;5;3;3;8;8;5;5;4;5;5;9;6;10;16;7;6;5;6;11;10;9;30;39;41;27;21;37;26;27;18;17;10;12;4;2;0;0;4;3;6;3;1;1;1;6;5;2;3;3;2;4;5;4;5;11;3;4;1;2;8;4;4;13;16;18;20;11;15;12;8;10;6;5;5;1;1;0;0;2;1;3;2;4;2;2;2;3;3;2;1;3;1;4;2;5;5;4;2;4;4;3;6;5;17;23;23;7;10;22;14;19;8;11;5;7;3;1;0;0
354990405000045;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904007;Setor Socioeconômico 04;1;189;185;165;161;4;20;0;20;0;165;4;0;4;530;245;285;530;518;12;0;0;245;240;5;0;0;285;278;7;0;0;3;6;2;4;3;2;5;1;1;7;5;7;5;9;9;10;12;10;11;5;6;7;7;14;13;57;36;42;33;38;37;21;31;20;22;15;10;3;1;0;0;0;4;1;1;2;2;2;1;1;2;1;3;2;1;2;4;7;6;5;2;5;3;6;8;6;34;23;16;12;17;18;7;12;10;9;6;3;1;0;0;0;3;2;1;3;1;0;3;0;0;5;4;4;3;8;7;6;5;4;6;3;1;4;1;6;7;23;13;26;21;21;19;14;19;10;13;9;7;2;1;0;0
354990405000046;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904007;Setor Socioeconômico 04;1;153;152;121;120;1;31;11;20;0;121;1;0;1;325;166;159;325;321;4;0;0;166;163;3;0;0;159;158;1;0;0;0;0;2;3;1;3;3;3;3;2;3;5;4;4;4;5;5;7;6;4;3;2;5;5;7;31;17;18;23;26;29;29;13;16;14;9;7;3;1;0;0;0;0;1;2;0;2;3;2;1;0;2;5;2;1;1;3;2;3;3;1;1;1;1;4;4;20;4;12;10;14;15;14;5;8;7;6;2;3;1;0;0;0;0;1;1;1;1;0;1;2;2;1;0;2;3;3;2;3;4;3;3;2;1;4;1;3;11;13;6;13;12;14;15;8;8;7;3;5;0;0;0;0
354990405000047;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904007;Setor Socioeconômico 04;1;232;231;219;215;4;12;0;12;0;219;1;0;1;681;335;346;681;671;10;0;0;335;332;3;0;0;346;339;7;0;0;8;7;9;8;3;3;5;7;9;7;9;8;10;7;7;9;13;9;11;12;15;15;13;25;11;73;50;29;41;63;53;37;28;18;23;13;10;2;1;0;0;3;3;3;3;1;2;3;2;3;5;5;5;6;4;4;7;4;4;9;6;9;7;7;13;8;39;25;16;19;27;28;15;11;11;9;4;4;1;0;0;0;5;4;6;5;2;1;2;5;6;2;4;3;4;3;3;2;9;5;2;6;6;8;6;12;3;34;25;13;22;36;25;22;17;7;14;9;6;1;1;0;0
354990405000048;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904007;Setor Socioeconômico 04;1;273;271;249;243;6;22;9;13;1;250;1;0;1;751;388;363;751;733;17;1;0;388;378;9;1;0;363;355;8;0;0;8;7;9;6;6;7;6;4;6;11;3;14;7;9;8;12;9;14;12;12;11;15;17;10;13;67;54;63;58;59;57;37;30;36;24;18;7;3;2;0;0;5;5;5;4;5;5;2;2;5;6;2;8;5;3;4;7;5;8;5;8;5;6;9;7;9;46;23;36;26;29;31;18;12;13;10;5;2;2;0;0;0;3;2;4;2;1;2;4;2;1;5;1;6;2;6;4;5;4;6;7;4;6;9;8;3;4;21;31;27;32;30;26;19;18;23;14;13;5;1;2;0;0
354990405000049;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;131;116;93;93;0;23;3;20;3;96;12;1;11;258;121;137;257;253;0;4;1;121;119;0;2;0;136;134;0;2;1;2;2;3;1;1;3;2;2;0;1;3;1;2;2;3;2;4;3;8;7;5;2;5;4;2;21;23;20;15;24;20;16;12;7;8;10;7;3;1;0;1;1;1;3;0;0;2;2;1;0;0;1;0;0;1;2;0;2;1;2;2;2;1;3;3;2;11;12;11;7;11;10;11;3;2;2;4;4;1;0;0;0;1;1;0;1;1;1;0;1;0;1;2;1;2;1;1;2;2;2;6;5;3;1;2;1;0;10;11;9;8;13;10;5;9;5;6;6;3;2;1;0;1
354990405000050;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;181;181;163;161;2;18;7;11;0;163;0;0;0;289;118;171;289;283;6;0;0;118;113;5;0;0;171;170;1;0;0;0;1;0;2;0;2;3;1;1;2;3;1;0;2;6;2;2;6;3;4;5;6;2;9;7;40;37;11;13;21;30;22;16;9;7;4;4;4;1;0;0;0;1;0;1;0;2;1;1;1;1;2;0;0;1;3;0;2;2;2;2;2;2;0;3;5;17;19;5;9;7;11;8;5;2;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;1;1;1;0;1;3;2;0;4;1;2;3;4;2;6;2;23;18;6;4;14;19;14;11;7;7;4;4;4;0;0;0
354990405000051;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904024;Setor Socioeconômico 20;1;292;292;259;256;3;33;11;22;0;259;0;0;0;648;298;350;648;640;8;0;0;298;294;4;0;0;350;346;4;0;0;6;4;6;7;4;3;5;5;4;3;5;5;7;6;6;3;9;8;10;7;9;10;12;14;8;73;63;41;36;57;55;33;34;26;19;23;16;6;0;0;0;4;4;3;2;3;2;2;3;3;2;0;3;4;2;3;2;4;4;5;2;6;4;4;9;5;35;33;18;14;25;24;19;13;8;9;7;5;3;0;0;0;2;0;3;5;1;1;3;2;1;1;5;2;3;4;3;1;5;4;5;5;3;6;8;5;3;38;30;23;22;32;31;14;21;18;10;16;11;3;0;0;0
354990405000052;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904024;Setor Socioeconômico 20;1;154;154;126;122;4;28;21;7;0;126;0;0;0;287;126;161;287;278;9;0;0;126;123;3;0;0;161;155;6;0;0;2;4;3;2;0;5;3;1;2;2;0;4;2;1;0;2;2;2;2;4;3;4;2;4;4;24;25;12;19;15;23;24;22;15;12;15;13;6;0;2;0;1;1;2;2;0;2;1;0;2;0;0;3;1;1;0;1;2;1;1;1;1;3;1;3;1;13;13;6;10;7;10;11;7;4;2;6;4;2;0;0;0;1;3;1;0;0;3;2;1;0;2;0;1;1;0;0;1;0;1;1;3;2;1;1;1;3;11;12;6;9;8;13;13;15;11;10;9;9;4;0;2;0
354990405000053;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904024;Setor Socioeconômico 20;1;458;458;356;356;0;102;20;82;0;356;0;0;0;846;400;446;846;846;0;0;0;400;400;0;0;0;446;446;0;0;0;12;5;4;8;8;9;11;5;5;8;6;10;7;8;9;4;10;6;6;6;7;16;14;8;5;94;98;73;47;68;66;57;41;36;25;23;8;10;2;0;1;5;2;3;2;1;5;5;3;3;6;6;3;3;4;6;2;7;3;3;4;3;7;7;5;3;42;49;39;18;39;28;21;19;15;9;13;3;2;1;0;1;7;3;1;6;7;4;6;2;2;2;0;7;4;4;3;2;3;3;3;2;4;9;7;3;2;52;49;34;29;29;38;36;22;21;16;10;5;8;1;0;0
354990405000054;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904024;Setor Socioeconômico 20;1;174;170;153;152;1;17;5;12;0;153;4;1;3;401;187;214;391;387;4;0;10;177;175;2;0;10;214;212;2;0;0;4;3;3;1;2;1;3;2;3;2;3;3;2;2;5;3;1;3;2;8;7;5;10;7;4;31;27;32;15;35;33;40;35;17;17;10;13;7;0;0;0;1;2;1;1;0;0;3;1;3;0;3;0;2;0;0;2;1;2;1;2;4;3;6;2;3;19;8;18;10;19;14;17;16;7;6;3;3;4;0;0;0;3;1;2;0;2;1;0;1;0;2;0;3;0;2;5;1;0;1;1;6;3;2;4;5;1;12;19;14;5;16;19;23;19;10;11;7;10;3;0;0;0
